Come Together,,,,,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_sus4 , 3_7 ," 8_sus4(,9) "," 8_sus4(,9) ",,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_min," 8_sus4(,9) ",,,,,,,,,
 9_maj, 12:maj, 8_min, 1_7 ,,,,,,,
 6_min, 8_7 ,,,,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_sus4 , 3_7 ," 8_sus4(,9) "," 8_sus4(,9) ",", fadeout",,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Just The Way You Are,,,,,,,,,,
 1_1 3_hdim7, 1_1 . 6_maj, 1_1 3_hdim7, 1_1 . 6_maj,,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_sus4 , 3_7 ," 8_sus4(,9) "," 8_sus4(,9) ",,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_min," 8_sus4(,9) ",,,,,,,,,
 1_1 3_hdim7, 1_1 . 6_maj, 1_maj, 1_1 . 6_maj,,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_sus4 , 3_7 ," 8_sus4(,9) "," 8_sus4(,9) ",,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_min," 8_sus4(,9) ",,,,,,,,,
 1_1 3_hdim7, 1_1 . 6_maj, 1_1 3_hdim7, 8_min,,,,,,,
 6_maj, 8_7 , 5_min, 10_sus4 ,,,,,,,
 3_min, 8_7 , 1_maj, 1_maj,,,,,,,
 9_maj, 12:7 , 8_min, 1_7 ,,,,,,,
 6_min, 6_min, 6_maj, 6_maj,,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_min," 8_sus4(,9) ",,,,,,,,,
 1_1 3_hdim7, 1_1 . 6_maj, 1_1 3_hdim7, 8_min,,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_sus4 , 3_7 ," 8_sus4(,9) "," 8_sus4(,9) ",,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_min," 8_sus4(,9) ",,,,,,,,,
 9_maj, 12:maj, 8_min, 1_7 ,,,,,,,
 6_min, 8_7 ,,,,,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
 6_maj, 6_min, 1_maj, 10_min,,,,,,,
 3_sus4 , 3_7 ," 8_sus4(,9) "," 8_sus4(,9) ",", fadeout",,,,,,
 1_maj, 10_min, 6_maj, 10_min,,,,,,,
 6_maj, 6_min, 1_maj, 8_min,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Kisses On The Wind,,,,,,,,,,
0,,,,,,,,,,
 N , N , N ,,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 6_min, 2_maj, 6_min, 8_min, 8_min,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj , 12:maj, 4_maj,,,,,,,
 N , N ,,,,,,,,,
 10_min, 12:maj, 10_min, 9_maj,,,,,,,
 10_min, 12:maj, 10_min, 9_maj,,,,,,,
 6_min, 2_maj, 6_min, 8_min, 8_1 ,,,,,,
 1_maj, 12:sus4(9) 12:maj, 1_maj, 12:sus4(9) 12:maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 N , N ,,,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 3_min, 3_min, 1_min, 1_min,,,,,,,
 3_min, 3_min, 1_min, 1_min,,,,,,,
 6_min, 2_maj, 6_min, 8_min, 8_min,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj, 1_maj,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Kisses On The Wind,,,,,,,,,,
0,,,,,,,,,,
 N , N , N ,,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 1_maj, 12:maj, 1_maj, 9_maj,,,,,,,
 6_min, 2_maj, 6_min, 8_min, 8_min,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj , 12:maj, 4_maj,,,,,,,
 N , N ,,,,,,,,,
 10_min, 12:maj, 10_min, 9_maj,,,,,,,
 10_min, 12:maj, 10_min, 9_maj,,,,,,,
 6_min, 2_maj, 6_min, 8_min, 8_1 ,,,,,,
 1_maj, 12:sus4(9) 12:maj, 1_maj, 12:sus4(9) 12:maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 N , N ,,,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 3_min, 3_min, 1_min, 1_min,,,,,,,
 3_min, 3_min, 1_min, 1_min,,,,,,,
 6_min, 2_maj, 6_min, 8_min, 8_min,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj,,,,,,,
 1_maj, 4_maj, 1_maj, 4_maj,,,,,,,
 1_maj, 4_maj, 12:maj, 4_maj, 1_maj,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
"Knowing Me, Knowing You",,,,,,,,,,
 6_maj, 3_min, 6_maj, 8_maj,,,,,,,
 1_maj, 3_min, 10_min, 5_min,,,,,,,
 1_maj, 3_min, 10_min, 5_min,,,,,,,
 10_min, 10_min, 8_sus4 8_maj, 8_sus4 8_maj,,,,,,,
 6_maj, 6_maj, 10_min, 10_min,,,,,,,
 8_maj, 8_maj, 1_maj, ->,,,,,,,
 8_maj, 8_maj, 1_maj, 8_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 8_maj,,,,,,,
 1_maj, (2, ->,,,,,,,,
 1_maj, 5_min, 6_maj, 8_maj,,,,,,,
 1_maj, 5_min, 6_maj, 8_maj,,,,,,,
 1_maj, 3_min, 10_min, 5_min,,,,,,,
 1_maj, 3_min, 10_min, 5_min,,,,,,,
 10_min, 10_min, 8_sus4 8_maj, 8_sus4 8_maj,,,,,,,
 6_maj, 6_maj, 10_min, 10_min,,,,,,,
 8_maj, 8_maj, 1_maj, ->,,,,,,,
 8_maj, 8_maj, 1_maj, 8_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 8_maj,,,,,,,
 1_maj, (2, ->,,,,,,,,
 1_maj, 5_min, 6_maj, 8_maj,,,,,,,
 1_maj, 5_min, 6_maj, 8_maj,,,,,,,
 8_maj, 10_min, 8_maj, 10_min,,,,,,,
 8_maj, 8_maj, 1_maj, ->,,,,,,,
 8_maj, 8_maj, 1_maj, 8_maj,,,,,,,
 1_maj, 6_maj, 1_maj, 8_maj,,,,,,,
 1_maj, (2, ->,,,,,,,,
 1_maj, 5_min, 6_maj, 8_maj,,,,,,,
 1_maj, 5_min, 6_maj, 8_maj,,,,,,,
 1_maj, 5_min, 6_maj, 8_maj,,,,,,,
 1_maj, 5_min, 6_maj,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Lambada,,,,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 1_min, 1_min, 9_maj, 12:maj, 4_maj, 4_maj,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 6_min, 6_min, 6_min, 6_min,,,,,,,
 12:maj, 12:maj, 1_min, 1_min,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min, 1_min, 4_maj, 4_maj,,,,,,,
 1_min,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Let It Rain,,,,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 8_min, 12:maj, 1_maj,,,,,,,
 1_maj, 8_min, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj, 1_maj,,,,,,,
 1_maj, 8_min, 12:maj, 1_maj,,,,,,,
 1_maj, 8_min, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj,,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 5_min, 5_min, 5_min, 5_maj,,,,,,,
 3_min, 8_maj, 3_min, 8_maj, 3_min, 8_maj,,,,,
 1_maj, 8_min, 12:maj, 1_maj,,,,,,,
 1_maj, 8_min, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj, 1_maj,,,,,,,
 1_maj, 1_maj, 12:maj,,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj, 6_maj, 6_maj, 8_maj,,,,,,,
 8_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Live To Tell,,,,,,,,,,
 1_1 ,,,,,,,,,,
 1_maj 1_min, ,,,,,,,,,
 1_min, 1_min, 8_min, 12:maj,,,,,,,
 1_min, 1_min, 8_min, 12:maj,,,,,,,
 1_min, 1_min, 8_min, 12:maj,,,,,,,
 1_min, 1_min, 8_min, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 4_sus2 4_sus4 , 4_maj, 4_sus2 4_sus4 , 8_min,,,,,,,
 4_sus2 4_sus4 , 4_maj, 1_min, 1_min, 9_maj,,,,,,
 1_min, 1_min, 8_min, 12:maj,,,,,,,
 1_min, 1_min, 8_min, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 4_sus2 4_sus4 , 4_maj, 4_sus2 4_sus4 , 8_min,,,,,,,
 4_sus2 4_sus4 , 4_maj, 1_min, 1_min, 9_maj,,,,,,
 1_min, 1_min,,,,,,,,,
 4_sus2 4_sus4 , 4_maj, 4_sus2 4_sus4 , 8_min,,,,,,,
 4_sus2 4_sus4 , 4_maj, 1_min, 1_min, 9_maj,,,,,,
 1_1 , ,,,,,,,,,
 1_1 ,,,,,,,,,,
 1_maj 1_min, 1_min, ,,,,,,,,
 9_maj, 12:maj, 1_min, 8_min,,,,,,,
 9_maj, 12:maj, 8_min, 9_maj,,,,,,,
 9_maj, 12:maj, 1_min, 8_min,,,,,,,
 9_maj, 12:maj, 1_min, 1_min,,,,,,,
 12:maj, 6_min, 12:maj, 12:maj,,,,,,,
 4_sus2 4_sus4 , 4_maj, 4_sus2 4_sus4 , 8_min,,,,,,,
 4_sus2 4_sus4 , 4_maj, 1_min, 1_min, 9_maj,,,,,,
 1_min, 1_min,,,,,,,,,
 4_sus2 4_sus4 , 4_maj, 4_sus2 4_sus4 , 8_min,,,,,,,
 4_sus2 4_sus4 , 4_maj, 1_min, 1_min, 9_maj,,,,,,
 1_min, 1_min,,,,,,,,,
 4_sus2 4_sus4 , 4_maj, 4_sus2 4_sus4 , 8_min,,,,,,,
 4_sus2 4_sus4 , 4_maj, 1_min, 1_min, 9_maj,,,,,,
 1_min, 1_min,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Lookin' for Love ,,,,,,,,,,
 3_min, 5_min, 6_maj, 8_maj,,,,,,,
 3_min, 5_min, 6_maj, 8_maj, 8_maj,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 6_maj, 3_min, 6_maj,,,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 3_min, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 6_maj, 3_min, 6_maj,,,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 3_min, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 3_min, 6_maj, 8_maj, (2,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 6_maj, 3_min, 6_maj,,,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 3_min,,,,,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 6_maj, 3_min, 6_maj,,,,,,,
 1_maj, 1_maj, 5_min, 5_min,,,,,,,
 6_maj, 3_min,,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Love Is A Battlefield,,,,,,,,,,
 N ,,,,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 1_1 , 1_1 ,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 6_min, 6_min,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 6_min, 6_min,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 6_min, 6_min,,,,,,,
" 6_sus4(,9) "," 6_sus4(,9) "," 6_sus4(,9) "," 6_sus4(,9) ",,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 6_min, 6_min,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 6_min, 6_min,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 6_min, 6_min,,,,,,,
" 6_sus4(,9) "," 6_sus4(,9) "," 6_sus4(,9) "," 6_sus4(,9) ",,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 1_min, 1_min, 8_min, 9_maj,,,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 1_1 , 1_1 ,,,,,,,
 1_min, 1_min, 12:maj, 12:maj,,,,,,,
 9_maj, 9_maj, 1_1 , 1_1 ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Love Me Warm And Tender,,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj, 3_min, 3_min,,,,,
 3_min, 3_min, 3_min, 3_min, 1_maj, 1_maj,,,,,
 1_maj, 1_maj, 1_maj, 1_maj, 3_min, 3_min,,,,,
 3_min, 3_min, 3_min, 3_min, 1_maj, 1_maj,,,,,
 9_maj, 9_maj, 9_maj, 9_maj,,,,,,,
 9_maj, 9_maj, 4_7 , 4_7 ,,,,,,,
 4_7 , 4_7 , 9_maj, 9_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj, 3_min, 3_min,,,,,
 3_min, 3_min, 3_min, 3_min, 1_maj, 1_maj,,,,,
 1_maj, 1_maj, 1_maj, 1_maj, 3_min, 3_min,,,,,
 3_min, 3_min, 3_min, 3_min, 1_maj, 1_maj,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Maggie May,,,,,,,,,,
 (6, (6, (2,,,,,,,,
 (6, (6, (2,,,,,,,,
 (5, 3_min, (2,,,,,,,,
 (5, 3_min, 3_maj,,,,,,,,
0,,,,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 3_min,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 3_min, 5_min, 3_min, 3_min,,,,,,,
 3_min, 8_maj, 3_min, 8_maj,,,,,,,
 3_min, 8_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 3_min, 5_min, 3_min, 1_sus2,,,,,,,
 3_min, 8_maj, 3_min, 8_maj,,,,,,,
 3_min, 8_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 3_min, 5_min, 3_min, 1_sus2,,,,,,,
 3_min, 8_maj, 3_min, 8_maj,,,,,,,
 3_min, 8_maj, 1_maj, 1_maj,,,,,,,
 3_min, 8_maj, 1_maj, 6_maj,,,,,,,
 3_min, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 8_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 3_min, 5_min, 3_min, 3_min,,,,,,,
 3_min, 8_maj, 3_min, 8_maj,,,,,,,
 3_min, 8_maj, 1_maj, 1_maj,,,,,,,
 3_min, 8_maj, 1_maj, 6_maj,,,,,,,
 3_min, 6_maj, 1_maj, 1_maj,,,,,,,
 3_min, 8_maj, 1_maj, 6_maj,,,,,,,
 3_min, 6_maj, ->,,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,", fadeout",,,,,,
 1_sus2 ," 3_1(b3,,11,9) ", 6_maj, 1_maj 1_sus4 ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
 9_maj, 12:maj, 9_maj, 12:maj,,,,,,,
 9_maj, 12:maj, 9_maj, 7_maj, 12:maj,,,,,,
 9_maj, 12:maj, 9_maj, 12:maj,,,,,,,
 9_maj, 12:maj, 9_maj, 7_maj, 12:maj,,,,,,
 9_maj, 12:maj, 9_maj, 12:maj,,,,,,,
 9_maj, 12:maj, 9_maj, 7_maj, 12:maj,,,,,,
 9_maj, 12:maj, 9_maj, 12:maj,,,,,,,
 9_maj, 12:maj, 9_maj, 7_maj, 12:maj,,,,,,
 1_maj, 1_7 , 6_maj, 1_maj,,,,,,,
 1_maj, 1_7 , 6_maj, 1_maj, 3_min, 8_maj,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Motown Philly ,,,,,,,,,,
 N ,,,,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 N ,,,,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7(b9) 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7(b9) 8_7 ,,,,,,,
 1_min, 11dim7, 6_min, 8_sus4 ,,,,,,,
 6_min, 8_7 , 9_maj, 12:maj,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7(b9) 8_7 ,,,,,,,
 N ,,,,,,,,,,
 N , N , N , N ,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7(b9) 8_7 ,,,,,,,
 1_min, 11dim7, 6_min, 8_sus4 ,,,,,,,
 6_min, 8_7 , 9_maj, 12:maj,,,,,,,
